epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,808.872,3.13278,2.89561,1.96329,0.36842,0.27647,0.20757,0.08072,2.74523,2.45409,1.92157,0.001406,0.001406,0.001406
32,836.086,2.98319,2.75785,1.90943,0.42258,0.32059,0.30411,0.12557,2.72706,2.41059,1.89873,0.0013862,0.0013862,0.0013862
33,862.722,2.82141,2.52033,1.82145,0.50031,0.33824,0.32923,0.11979,2.66429,2.17603,1.83584,0.0013664,0.0013664,0.0013664
34,888.485,2.7483,2.44555,1.78144,0.49444,0.35882,0.32789,0.16546,2.27209,1.99104,1.67112,0.0013466,0.0013466,0.0013466
35,915.275,2.65502,2.36739,1.75407,0.46501,0.47353,0.40715,0.18913,2.38126,2.09867,1.699,0.0013268,0.0013268,0.0013268
36,942.732,2.52539,2.17326,1.64007,0.53479,0.55,0.49911,0.21995,2.13204,1.78464,1.59727,0.001307,0.001307,0.001307
37,969.583,2.47724,2.14224,1.65269,0.66133,0.41927,0.51909,0.27722,2.0204,1.70059,1.5313,0.0012872,0.0012872,0.0012872
38,995.956,2.33639,2.03314,1.58309,0.62185,0.46471,0.51682,0.22404,2.03713,1.67517,1.52492,0.0012674,0.0012674,0.0012674
39,1021.33,2.27775,1.92998,1.53852,0.68127,0.53436,0.56808,0.31109,1.82717,1.49567,1.48093,0.0012476,0.0012476,0.0012476
40,1047.96,2.25961,1.84678,1.53214,0.59332,0.49118,0.50897,0.19909,2.21779,1.63881,1.60613,0.0012278,0.0012278,0.0012278
41,1073.98,2.2045,1.80742,1.52447,0.76341,0.58824,0.63716,0.36004,1.82048,1.44411,1.44783,0.001208,0.001208,0.001208
42,1100.73,2.16167,1.7257,1.47069,0.75666,0.62941,0.65725,0.38124,1.70991,1.38865,1.39901,0.0011882,0.0011882,0.0011882
43,1127.47,2.13315,1.70017,1.46502,0.84229,0.66471,0.69063,0.41431,1.76593,1.246,1.3902,0.0011684,0.0011684,0.0011684
44,1153.79,2.09931,1.63295,1.45811,0.82814,0.63529,0.69858,0.45898,1.55356,1.13246,1.32098,0.0011486,0.0011486,0.0011486
45,1180.4,1.96093,1.50204,1.41296,0.85426,0.67059,0.71263,0.45276,1.54618,1.07578,1.3031,0.0011288,0.0011288,0.0011288
46,1205.4,2.01727,1.48156,1.40377,0.84326,0.65882,0.69963,0.42843,1.60568,1.08643,1.30659,0.001109,0.001109,0.001109
47,1231.29,1.88028,1.44056,1.34397,0.91729,0.65242,0.7297,0.47732,1.53365,1.01136,1.27599,0.0010892,0.0010892,0.0010892
48,1257.89,1.90332,1.398,1.36055,0.9139,0.62435,0.71327,0.46154,1.56684,1.03927,1.29039,0.0010694,0.0010694,0.0010694
49,1284.13,1.8502,1.36464,1.3385,0.89956,0.66765,0.7261,0.47608,1.46659,0.95332,1.24372,0.0010496,0.0010496,0.0010496
50,1309.65,1.74364,1.26251,1.30078,0.90978,0.68215,0.73809,0.51024,1.40875,0.94496,1.20699,0.0010298,0.0010298,0.0010298
51,1336.55,1.73162,1.25347,1.29078,0.92862,0.68824,0.7392,0.52871,1.33233,0.87257,1.20378,0.00101,0.00101,0.00101
52,1363.34,1.66191,1.22861,1.24937,0.95718,0.72315,0.77692,0.55041,1.29684,0.84967,1.17641,0.0009902,0.0009902,0.0009902
53,1389.99,1.67035,1.19128,1.24178,0.94607,0.70588,0.77489,0.54981,1.36361,0.95567,1.17406,0.0009704,0.0009704,0.0009704
54,1415.37,1.61712,1.15802,1.21942,0.96742,0.69869,0.75292,0.55686,1.20598,0.79633,1.13558,0.0009506,0.0009506,0.0009506
55,1442.03,1.57822,1.12292,1.19102,0.944,0.7,0.75974,0.53708,1.25675,0.88764,1.1524,0.0009308,0.0009308,0.0009308
56,1467.57,1.55899,1.11624,1.21612,0.94567,0.72353,0.76892,0.56923,1.20754,0.79083,1.10958,0.000911,0.000911,0.000911
57,1494.27,1.50549,1.08673,1.19486,0.96829,0.71176,0.76809,0.55567,1.19273,0.79443,1.12635,0.0008912,0.0008912,0.0008912
58,1519.86,1.49362,1.06774,1.1868,0.97138,0.72059,0.77139,0.58181,1.13771,0.76119,1.09894,0.0008714,0.0008714,0.0008714
59,1546.35,1.4689,1.01534,1.16999,0.96866,0.72716,0.78056,0.60983,1.0632,0.86701,1.07043,0.0008516,0.0008516,0.0008516
60,1572.72,1.48805,1.03528,1.18755,0.98249,0.71765,0.77613,0.61194,1.05698,0.70407,1.07384,0.0008318,0.0008318,0.0008318
61,1598.62,1.4262,1.01228,1.14551,0.96068,0.73235,0.78648,0.64007,0.96453,0.70702,1.03193,0.000812,0.000812,0.000812
62,1625.54,1.36984,0.94863,1.13641,0.961,0.72473,0.77919,0.61177,0.97911,0.66949,1.04849,0.0007922,0.0007922,0.0007922
63,1650.8,1.4181,0.9842,1.15854,0.97386,0.73824,0.79726,0.64164,0.96931,0.65612,1.03499,0.0007724,0.0007724,0.0007724
64,1677.65,1.31001,0.93433,1.11199,0.96887,0.73229,0.79137,0.63222,0.99367,0.72107,1.04158,0.0007526,0.0007526,0.0007526
65,1702.66,1.34529,0.93415,1.13408,0.98579,0.72647,0.80029,0.63493,1.0213,0.6571,1.04313,0.0007328,0.0007328,0.0007328
66,1728.56,1.29365,0.89271,1.08726,0.97251,0.72844,0.79922,0.6463,0.94252,0.65151,1.02231,0.000713,0.000713,0.000713
67,1754.99,1.25001,0.87455,1.09007,0.98128,0.74118,0.79864,0.65283,0.89707,0.61978,1.01959,0.0006932,0.0006932,0.0006932
68,1782.1,1.27937,0.88725,1.09489,0.99716,0.72353,0.79308,0.65722,0.87121,0.63576,0.99529,0.0006734,0.0006734,0.0006734
69,1807.97,1.26715,0.8677,1.09375,0.97711,0.7534,0.82551,0.66515,0.90602,0.5986,1.01859,0.0006536,0.0006536,0.0006536
70,1834.67,1.2094,0.84768,1.08179,0.98835,0.74876,0.82124,0.67668,0.83474,0.58159,1.01127,0.0006338,0.0006338,0.0006338
71,1861.11,1.23158,0.85127,1.09335,0.97203,0.75294,0.82203,0.68632,0.86021,0.58273,0.99566,0.000614,0.000614,0.000614
72,1887.66,1.16891,0.8013,1.07221,0.9921,0.73889,0.82061,0.68387,0.79568,0.56319,0.98416,0.0005942,0.0005942,0.0005942
73,1912.63,1.18904,0.83228,1.08021,0.97014,0.76458,0.82372,0.67553,0.83085,0.5774,1.00114,0.0005744,0.0005744,0.0005744
74,1938.34,1.21843,0.82657,1.07698,0.98498,0.77059,0.83915,0.68865,0.83283,0.56011,0.98432,0.0005546,0.0005546,0.0005546
75,1964.72,1.13488,0.77967,1.05506,0.98571,0.76176,0.82354,0.70009,0.72453,0.591,0.95684,0.0005348,0.0005348,0.0005348
76,1991.35,1.17096,0.80498,1.06683,0.98368,0.76176,0.83379,0.6775,0.82416,0.54732,0.98242,0.000515,0.000515,0.000515
77,2016.77,1.12459,0.77422,1.04052,0.96855,0.78529,0.84137,0.70652,0.74377,0.52026,0.96657,0.0004952,0.0004952,0.0004952
78,2043.29,1.10656,0.76475,1.04138,0.96931,0.77647,0.83914,0.71476,0.75985,0.52722,0.96203,0.0004754,0.0004754,0.0004754
79,2069.88,1.07698,0.74265,1.03066,0.98881,0.77941,0.84322,0.71343,0.7534,0.54171,0.95568,0.0004556,0.0004556,0.0004556
80,2095.3,1.12446,0.77292,1.04593,0.97332,0.78824,0.83976,0.72053,0.71031,0.50955,0.94962,0.0004358,0.0004358,0.0004358
81,2122,1.09452,0.75853,1.04401,0.9851,0.78529,0.84608,0.72426,0.71456,0.51009,0.95091,0.000416,0.000416,0.000416
82,2148.59,1.09682,0.73953,1.04579,0.97923,0.78529,0.84957,0.73039,0.69987,0.50344,0.9536,0.0003962,0.0003962,0.0003962
83,2175.53,1.05599,0.72394,1.02391,0.98543,0.79544,0.85165,0.71042,0.71998,0.48076,0.95286,0.0003764,0.0003764,0.0003764
84,2200.56,1.04847,0.71697,1.02561,0.97735,0.80882,0.85867,0.74839,0.6447,0.45426,0.93245,0.0003566,0.0003566,0.0003566
85,2227.44,1.04085,0.69439,1.02806,0.9743,0.80588,0.86077,0.74101,0.64303,0.44653,0.93262,0.0003368,0.0003368,0.0003368
86,2252.76,1.00327,0.6864,1.01806,0.98231,0.81639,0.86565,0.75337,0.63481,0.45345,0.93302,0.000317,0.000317,0.000317
87,2279.1,0.98392,0.67777,1.00498,0.97156,0.80395,0.85411,0.75051,0.61832,0.45789,0.92472,0.0002972,0.0002972,0.0002972
88,2304.14,0.97107,0.66328,1.00169,0.98676,0.79412,0.8532,0.75095,0.62187,0.44538,0.92576,0.0002774,0.0002774,0.0002774
89,2329.78,0.98367,0.67431,1.00596,0.98588,0.80294,0.8621,0.75517,0.62007,0.44965,0.92464,0.0002576,0.0002576,0.0002576
90,2356.05,1.00708,0.68711,1.0155,0.98246,0.82353,0.87079,0.74647,0.6467,0.44698,0.92906,0.0002378,0.0002378,0.0002378
91,2396.78,0.80804,0.57282,0.95487,0.97261,0.83567,0.87961,0.76032,0.66266,0.43535,0.9218,0.000218,0.000218,0.000218
92,2422.98,0.77601,0.54475,0.94988,0.98248,0.82486,0.88019,0.7746,0.59589,0.42017,0.91278,0.0001982,0.0001982,0.0001982
93,2449.66,0.76309,0.52646,0.95316,0.96953,0.84237,0.8856,0.7891,0.6013,0.41056,0.91316,0.0001784,0.0001784,0.0001784
94,2475.84,0.73424,0.5129,0.93941,0.97608,0.84015,0.88296,0.77693,0.5946,0.40571,0.90929,0.0001586,0.0001586,0.0001586
95,2501.2,0.71532,0.50464,0.93423,0.99352,0.83824,0.88442,0.79213,0.55773,0.39391,0.90766,0.0001388,0.0001388,0.0001388
96,2527.27,0.70545,0.49124,0.92768,0.98621,0.84412,0.88407,0.79332,0.55156,0.38739,0.9025,0.000119,0.000119,0.000119
97,2554.05,0.69203,0.48828,0.94454,0.98621,0.84114,0.88395,0.78966,0.55284,0.38859,0.90339,9.92e-05,9.92e-05,9.92e-05
98,2579.48,0.69829,0.48392,0.92831,0.96487,0.85294,0.889,0.79112,0.54956,0.38252,0.90246,7.94e-05,7.94e-05,7.94e-05
99,2604.89,0.67861,0.47561,0.93692,0.97939,0.83847,0.88641,0.79451,0.53935,0.37853,0.89998,5.96e-05,5.96e-05,5.96e-05
100,2631.12,0.67216,0.47758,0.93164,0.98331,0.83529,0.88635,0.79134,0.54144,0.38307,0.8985,3.98e-05,3.98e-05,3.98e-05
