epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,524.673,3.53739,4.29518,2.0747,0,0,0,0,3.53286,3.76898,2.26336,0.0008912,0.0008912,0.0008912
30,541.721,3.47012,4.28174,2.04896,0,0,0,0,3.51197,3.96367,2.2698,0.0008516,0.0008516,0.0008516
31,559.477,3.50156,4.23467,2.05938,0.00145,0.06186,0.00094,0.00022,3.39302,3.74327,2.24189,0.000812,0.000812,0.000812
32,577.485,3.51158,4.27184,2.09697,0,0,0,0,3.37898,3.72827,2.21485,0.0007724,0.0007724,0.0007724
33,594.454,3.45357,4.25973,2.07944,0,0,0,0,3.4017,3.74744,2.21226,0.0007328,0.0007328,0.0007328
34,612.484,3.52431,4.3101,2.10318,0,0,0,0,3.4626,4.17506,2.23936,0.0006932,0.0006932,0.0006932
35,630.499,3.4645,4.34453,2.09055,0,0,0,0,3.38374,4.04914,2.21304,0.0006536,0.0006536,0.0006536
36,648.326,3.56528,4.3439,2.08135,0,0,0,0,3.43674,3.85121,2.249,0.000614,0.000614,0.000614
37,665.659,3.45321,4.30879,1.98757,0,0,0,0,3.42056,4.08663,2.27951,0.0005744,0.0005744,0.0005744
38,683.608,3.51333,4.24725,2.09318,0.00073,0.01031,0.00039,0.00016,3.31479,3.83099,2.20423,0.0005348,0.0005348,0.0005348
39,701.33,3.5123,4.277,2.15345,0.00178,0.01031,0.00091,0.00018,3.34305,3.84917,2.25052,0.0004952,0.0004952,0.0004952
40,719.161,3.61383,4.32832,2.04806,0.00342,0.01031,0.00173,0.00035,3.41266,3.94756,2.28992,0.0004556,0.0004556,0.0004556
41,752.314,3.14865,4.40875,1.9974,0,0,0,0,3.43633,3.91251,2.25815,0.000416,0.000416,0.000416
42,769.41,3.15274,4.36941,1.95477,0,0,0,0,3.41132,4.00939,2.25767,0.0003764,0.0003764,0.0003764
43,786.419,3.39805,4.45476,2.13298,0,0,0,0,3.39802,3.91406,2.21456,0.0003368,0.0003368,0.0003368
44,804.027,2.9957,4.19855,1.92781,0,0,0,0,3.42004,3.92408,2.25093,0.0002972,0.0002972,0.0002972
45,821.39,3.14416,4.24694,1.97238,0,0,0,0,3.3581,4.04277,2.21341,0.0002576,0.0002576,0.0002576
46,842.556,3.275,4.34813,2.06272,0,0,0,0,3.3306,3.97197,2.20841,0.000218,0.000218,0.000218
47,861.958,2.96423,4.20402,1.94911,0.2,0.02062,0.10281,0.02056,3.35591,3.88977,2.21526,0.0001784,0.0001784,0.0001784
48,880.526,3.34586,4.41962,2.16844,0,0,0,0,3.34328,3.95859,2.21008,0.0001388,0.0001388,0.0001388
49,897.715,3.01821,4.17725,1.83679,0,0,0,0,3.35645,3.95271,2.21174,9.92e-05,9.92e-05,9.92e-05
50,915.299,3.34644,4.38067,2.1076,0.1,0.01031,0.05202,0.0156,3.34432,3.93098,2.20213,5.96e-05,5.96e-05,5.96e-05
