epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,481.62,3.57518,3.49767,2.13075,0.00153,0.45882,0.0018,0.0005,3.55634,3.802,2.24372,0.0013268,0.0013268,0.0013268
19,508.437,3.49953,3.51134,2.03947,0.00182,0.54706,0.00237,0.0008,3.39874,3.74804,2.12312,0.0012872,0.0012872,0.0012872
20,534.765,3.53632,3.5458,2.02177,0.00224,0.67059,0.00312,0.00101,3.42167,3.72258,2.06722,0.0012476,0.0012476,0.0012476
21,561.787,3.45098,3.52587,2.00111,0.00205,0.61471,0.00344,0.00098,3.40755,3.70023,2.03396,0.001208,0.001208,0.001208
22,588.205,3.49026,3.50733,1.98477,0.00216,0.64706,0.00419,0.00121,3.42987,3.57978,2.01552,0.0011684,0.0011684,0.0011684
23,616.655,3.49925,3.47549,1.99637,0.00256,0.76765,0.00541,0.00154,3.42738,3.39924,2.05395,0.0011288,0.0011288,0.0011288
24,645.195,3.48285,3.45999,1.9754,0.00234,0.70294,0.0042,0.0012,3.44026,3.50834,2.01536,0.0010892,0.0010892,0.0010892
25,671.215,3.46996,3.42969,1.99917,0.00231,0.69412,0.00518,0.00157,3.46031,3.48849,2.11064,0.0010496,0.0010496,0.0010496
26,699.617,3.44964,3.35382,2.00968,0.00239,0.71765,0.00889,0.00273,3.26478,3.3008,1.99608,0.00101,0.00101,0.00101
27,727.281,3.37645,3.30995,1.95466,0.00241,0.68824,0.01176,0.00336,3.31005,3.15083,2.02514,0.0009704,0.0009704,0.0009704
28,754.951,3.32609,3.33112,1.93519,0.00213,0.63824,0.01492,0.00368,3.29678,3.16952,2.01266,0.0009308,0.0009308,0.0009308
29,782.143,3.33206,3.20067,1.97658,0.06182,0.10882,0.02041,0.00746,3.14726,3.00232,2.09745,0.0008912,0.0008912,0.0008912
30,810.707,3.29646,3.12457,1.96907,0.02494,0.32353,0.0572,0.02083,3.15805,2.93296,2.02078,0.0008516,0.0008516,0.0008516
31,838.039,3.25002,3.03776,1.94925,0.19719,0.08824,0.07193,0.02369,3.17889,2.72163,2.06523,0.000812,0.000812,0.000812
32,865.559,3.10068,2.89859,1.91228,0.34705,0.26471,0.19419,0.06882,2.88731,2.4658,1.95655,0.0007724,0.0007724,0.0007724
33,892.805,3.00391,2.64806,1.86363,0.1352,0.2,0.06769,0.02727,2.86869,2.50253,1.94998,0.0007328,0.0007328,0.0007328
34,919.775,2.9526,2.5251,1.84433,0.6148,0.36146,0.43367,0.16065,2.66788,1.95358,1.83274,0.0006932,0.0006932,0.0006932
35,947.515,2.81159,2.35251,1.79574,0.67011,0.52575,0.55578,0.21515,2.49214,1.81664,1.7656,0.0006536,0.0006536,0.0006536
36,975.985,2.7254,2.17535,1.7061,0.67658,0.57835,0.56195,0.25242,2.27773,1.97367,1.66417,0.000614,0.000614,0.000614
37,1004.06,2.69414,2.16234,1.71997,0.69395,0.55882,0.55436,0.18721,2.53173,1.73386,1.77781,0.0005744,0.0005744,0.0005744
38,1030.22,2.54475,2.01407,1.64575,0.70844,0.55,0.52618,0.17872,2.49642,1.61751,1.73826,0.0005348,0.0005348,0.0005348
39,1056.81,2.43586,1.93732,1.58416,0.79621,0.62052,0.65175,0.33968,2.10064,1.45089,1.5748,0.0004952,0.0004952,0.0004952
40,1084.48,2.45483,1.86826,1.60526,0.73666,0.52059,0.60527,0.30201,2.09693,1.47364,1.54804,0.0004556,0.0004556,0.0004556
41,1126.38,2.18405,1.76863,1.54158,0.77946,0.60292,0.6367,0.30567,2.05378,1.40414,1.53668,0.000416,0.000416,0.000416
42,1152.56,2.11336,1.65332,1.51873,0.8845,0.65588,0.68956,0.39572,1.85052,1.36394,1.46038,0.0003764,0.0003764,0.0003764
43,1181.41,2.08379,1.57451,1.5035,0.89084,0.64412,0.68503,0.38516,1.92578,1.22753,1.48933,0.0003368,0.0003368,0.0003368
44,1208.08,2.02737,1.5388,1.47889,0.88765,0.65068,0.68932,0.37011,1.87305,1.18262,1.4605,0.0002972,0.0002972,0.0002972
45,1234.27,2.00219,1.47182,1.47271,0.78254,0.66471,0.66375,0.39598,1.74218,1.17155,1.39733,0.0002576,0.0002576,0.0002576
46,1261.73,1.91729,1.41865,1.42291,0.87809,0.63557,0.67277,0.40509,1.73204,1.10701,1.42738,0.000218,0.000218,0.000218
47,1288.84,1.89254,1.3799,1.42093,0.8982,0.6747,0.70289,0.43385,1.74716,1.02912,1.4186,0.0001784,0.0001784,0.0001784
48,1316.6,1.83693,1.32947,1.39757,0.88465,0.65588,0.67787,0.41153,1.70205,1.06227,1.40215,0.0001388,0.0001388,0.0001388
49,1342.78,1.8796,1.38961,1.4257,0.87257,0.64706,0.69238,0.43453,1.56214,1.02963,1.34828,9.92e-05,9.92e-05,9.92e-05
50,1369.46,1.80481,1.36822,1.38333,0.88199,0.65588,0.69806,0.44718,1.56101,1.01185,1.34949,5.96e-05,5.96e-05,5.96e-05
