epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1163.66,3.06329,2.79548,1.93659,0.24777,0.2577,0.13847,0.04447,2.75061,2.4933,1.90424,0.0004556,0.0004556,0.0004556
41,1206.9,2.86404,2.70519,1.95144,0.3703,0.0673,0.13774,0.03163,3.08782,2.59308,2.04978,0.000416,0.000416,0.000416
42,1235.01,2.77372,2.62406,1.88764,0.26158,0.26454,0.15418,0.04905,2.77708,2.39379,1.90923,0.0003764,0.0003764,0.0003764
43,1264.12,2.76171,2.57618,1.89957,0.32465,0.20202,0.17921,0.05673,2.59864,2.36276,1.85374,0.0003368,0.0003368,0.0003368
44,1292.89,2.69983,2.45096,1.86235,0.30444,0.29081,0.17578,0.06713,2.69314,2.32063,1.87589,0.0002972,0.0002972,0.0002972
45,1321.79,2.6731,2.4411,1.86493,0.30713,0.31144,0.21612,0.08413,2.53364,2.21097,1.7945,0.0002576,0.0002576,0.0002576
46,1350.69,2.68232,2.49012,1.83267,0.34394,0.33959,0.23541,0.08481,2.53233,2.11241,1.79843,0.000218,0.000218,0.000218
47,1379.63,2.63896,2.35222,1.81146,0.29843,0.35084,0.20254,0.08546,2.53261,2.19319,1.79028,0.0001784,0.0001784,0.0001784
48,1408.17,2.56676,2.2572,1.80119,0.34171,0.37301,0.24886,0.1038,2.39025,2.03342,1.72729,0.0001388,0.0001388,0.0001388
49,1437.33,2.56533,2.26998,1.80354,0.33937,0.36023,0.25062,0.10058,2.40444,2.03021,1.74155,9.92e-05,9.92e-05,9.92e-05
50,1465.99,2.53105,2.21845,1.78006,0.38917,0.37899,0.28994,0.11688,2.35758,1.94109,1.72621,5.96e-05,5.96e-05,5.96e-05
